handicap,swing_speed,driver_carry,shot_shape,goal,iron_miss,iron_feel,wedge_turf,divot_depth,driver_loft,shaft_flex,fairway_wood_loft,iron_category,wedge_bounce
8.8,94.7,220,Fade,Distance,Consistent,No preference,Firm,Shallow,12,R,16.5,blade,Mid
22.0,85.8,209,Straight,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Medium,12,X,21,super-game-improvement,Mid
15.0,95.0,221,Slice,Distance,Left/Right,Confidence-inspiring,Soft,Shallow,9,R,18,game-improvement,Mid
22.8,78.7,181,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Deep,12,A,21,game-improvement,High
16.9,94.1,227,Fade,Accuracy,Inconsistent,Confidence-inspiring,Firm,Medium,10.5,L,16.5,blade,Low
23.3,88.1,216,Slice,Forgiveness,Left/Right,Confidence-inspiring,Firm,Medium,12,X,21,super-game-improvement,Low
7.7,108.2,252,Fade,Accuracy,Left/Right,No preference,Soft,Medium,8,X,15,players-cb,High
16.9,101.0,238,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,9,S,16.5,super-game-improvement,Mid
15.1,84.6,189,Straight,Forgiveness,Consistent,Confidence-inspiring,Firm,Medium,12,R,21,game-improvement,Low
6.1,101.1,226,Straight,Distance,Left/Right,No preference,Normal,Deep,9,S,16.5,blade,High
2.9,104.7,256,Hook,Distance,Fat/Thin,Forged/Blade-like,Normal,Deep,9,S,15,blade,High
23.2,80.6,195,Slice,Distance,Fat/Thin,Confidence-inspiring,Firm,Deep,10.5,A,18,super-game-improvement,Mid
13.8,87.6,212,Straight,Distance,Inconsistent,Confidence-inspiring,Firm,Shallow,10.5,R,18,super-game-improvement,Low
7.8,88.6,212,Fade,Accuracy,Left/Right,No preference,Firm,Medium,10.5,R,18,game-improvement,Low
16.1,90.1,212,Fade,Forgiveness,Inconsistent,Forged/Blade-like,Normal,Deep,12,L,21,players-distance,High
27.2,71.3,177,Slice,Accuracy,Inconsistent,Confidence-inspiring,Firm,Medium,12,L,21,super-game-improvement,Low
0.0,108.6,267,Fade,Accuracy,Left/Right,No preference,Firm,Medium,8,X,15,blade,Low
3.5,98.4,243,Draw,Accuracy,Consistent,Forged/Blade-like,Normal,Shallow,9,S,16.5,blade,Low
8.7,90.3,211,Slice,Distance,Consistent,No preference,Firm,Medium,10.5,R,18,players-cb,High
30.2,74.9,194,Fade,Forgiveness,Left/Right,No preference,Firm,Medium,12,A,21,super-game-improvement,High
19.5,86.6,206,Draw,Distance,Consistent,Forged/Blade-like,Normal,Medium,10.5,R,18,blade,Mid
23.9,84.6,207,Draw,Distance,Fat/Thin,Confidence-inspiring,Firm,Deep,10.5,R,18,super-game-improvement,Mid
6.7,115.6,275,Hook,Forgiveness,Inconsistent,No preference,Normal,Deep,8,X,15,players-distance,High
6.9,102.0,243,Draw,Distance,Inconsistent,Forged/Blade-like,Normal,Shallow,9,S,16.5,blade,Low
21.0,87.2,195,Straight,Distance,Left/Right,Confidence-inspiring,Normal,Shallow,10.5,R,18,game-improvement,Low
17.5,80.3,198,Straight,Forgiveness,Consistent,Forged/Blade-like,Normal,Deep,12,A,21,players-cb,High
21.9,73.8,210,Draw,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,12,A,21,super-game-improvement,High
15.3,101.5,234,Fade,Forgiveness,Consistent,Confidence-inspiring,Firm,Medium,9,S,16.5,super-game-improvement,Low
19.5,79.1,187,Straight,Forgiveness,Inconsistent,Forged/Blade-like,Firm,Shallow,12,A,21,players-distance,Low
18.4,79.5,181,Fade,Forgiveness,Left/Right,No preference,Firm,Medium,12,A,21,super-game-improvement,Low
24.0,80.1,182,Slice,Forgiveness,Left/Right,Confidence-inspiring,Soft,Shallow,12,A,21,super-game-improvement,Mid
24.3,79.4,207,Slice,Distance,Fat/Thin,Confidence-inspiring,Soft,Medium,12,A,21,super-game-improvement,High
2.4,98.9,224,Slice,Distance,Inconsistent,No preference,Soft,Medium,9,S,16.5,players-cb,High
0.0,105.9,243,Slice,Accuracy,Consistent,No preference,Normal,Deep,9,X,15,blade,High
26.0,86.7,183,Hook,Forgiveness,Consistent,Forged/Blade-like,Normal,Deep,12,R,21,players-distance,High
27.7,70.5,156,Draw,Forgiveness,Left/Right,Confidence-inspiring,Normal,Shallow,12,L,21,super-game-improvement,Low
7.8,89.3,188,Straight,Accuracy,Consistent,Confidence-inspiring,Firm,Shallow,10.5,L,18,players-cb,Low
0.3,114.3,277,Fade,Distance,Consistent,Confidence-inspiring,Normal,Medium,8,X,15,blade,Mid
17.9,90.9,250,Slice,Forgiveness,Inconsistent,Forged/Blade-like,Normal,Medium,12,R,21,players-distance,Mid
25.4,74.4,170,Fade,Accuracy,Fat/Thin,Confidence-inspiring,Firm,Shallow,12,A,21,super-game-improvement,Low
33.2,60.0,130,Slice,Accuracy,Inconsistent,Confidence-inspiring,Soft,Medium,10.5,L,21,super-game-improvement,High
21.6,77.9,195,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Medium,12,A,21,super-game-improvement,High
13.7,91.9,207,Straight,Accuracy,Left/Right,Confidence-inspiring,Firm,Deep,10.5,R,18,game-improvement,Mid
9.0,105.8,266,Fade,Accuracy,Inconsistent,No preference,Soft,Deep,12,X,15,players-cb,Low
17.1,81.1,187,Straight,Distance,Left/Right,No preference,Firm,Medium,10.5,A,15,players-distance,Low
14.3,91.0,206,Hook,Accuracy,Left/Right,Confidence-inspiring,Soft,Medium,10.5,R,18,game-improvement,High
7.9,103.6,241,Draw,Distance,Consistent,Confidence-inspiring,Soft,Deep,9,S,16.5,blade,High
35.4,60.0,151,Straight,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Deep,12,L,21,super-game-improvement,Mid
33.1,77.2,178,Hook,Accuracy,Left/Right,Confidence-inspiring,Normal,Medium,12,A,16.5,super-game-improvement,Mid
27.2,68.4,154,Slice,Forgiveness,Left/Right,Confidence-inspiring,Firm,Shallow,12,L,21,super-game-improvement,Low
8.7,100.3,233,Draw,Accuracy,Consistent,Forged/Blade-like,Soft,Shallow,9,S,16.5,blade,Mid
24.7,81.3,175,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Shallow,12,A,21,super-game-improvement,High
22.8,89.4,215,Straight,Accuracy,Left/Right,Confidence-inspiring,Firm,Shallow,10.5,L,18,super-game-improvement,Low
21.0,87.7,183,Slice,Accuracy,Left/Right,No preference,Firm,Medium,10.5,R,18,super-game-improvement,Low
28.2,60.0,135,Draw,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,12,L,21,super-game-improvement,Mid
22.7,76.4,189,Slice,Forgiveness,Left/Right,Confidence-inspiring,Firm,Medium,12,A,21,super-game-improvement,Low
23.7,81.7,196,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Medium,12,A,21,super-game-improvement,Mid
22.7,80.5,197,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Deep,10.5,A,21,super-game-improvement,High
20.1,88.2,206,Hook,Forgiveness,Left/Right,Confidence-inspiring,Normal,Shallow,12,X,21,game-improvement,Low
0.9,112.5,280,Straight,Distance,Inconsistent,No preference,Firm,Deep,8,X,15,blade,Mid
17.8,91.8,228,Hook,Forgiveness,Inconsistent,No preference,Firm,Deep,9,R,21,game-improvement,Mid
12.0,92.7,224,Straight,Distance,Left/Right,Forged/Blade-like,Soft,Medium,10.5,S,16.5,players-cb,Mid
5.5,88.8,221,Fade,Accuracy,Left/Right,Forged/Blade-like,Firm,Medium,10.5,A,18,blade,Low
32.1,67.9,169,Slice,Forgiveness,Left/Right,Confidence-inspiring,Firm,Shallow,12,L,21,super-game-improvement,Mid
32.6,73.4,167,Draw,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,12,A,21,super-game-improvement,High
29.2,66.8,140,Hook,Accuracy,Fat/Thin,Confidence-inspiring,Firm,Shallow,12,L,21,super-game-improvement,Low
19.3,90.2,217,Draw,Forgiveness,Consistent,No preference,Normal,Shallow,8,R,21,players-distance,Low
29.2,80.8,197,Hook,Accuracy,Fat/Thin,Confidence-inspiring,Soft,Shallow,10.5,A,18,super-game-improvement,Mid
17.1,89.2,224,Draw,Forgiveness,Inconsistent,No preference,Firm,Medium,12,R,21,game-improvement,Low
18.8,64.9,140,Slice,Forgiveness,Left/Right,No preference,Soft,Shallow,12,S,21,super-game-improvement,Mid
7.2,90.8,202,Fade,Accuracy,Consistent,No preference,Normal,Deep,10.5,R,18,blade,High
20.6,97.5,235,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Deep,9,S,16.5,super-game-improvement,High
17.5,84.0,196,Straight,Accuracy,Left/Right,Confidence-inspiring,Normal,Deep,10.5,R,18,game-improvement,High
5.3,88.0,182,Fade,Accuracy,Consistent,No preference,Normal,Deep,10.5,R,16.5,blade,High
16.5,97.7,234,Slice,Accuracy,Consistent,Confidence-inspiring,Firm,Medium,9,S,16.5,players-distance,Low
16.3,89.3,186,Hook,Distance,Inconsistent,No preference,Firm,Shallow,10.5,R,18,players-distance,Low
33.2,77.6,170,Straight,Forgiveness,Inconsistent,No preference,Soft,Deep,12,A,21,super-game-improvement,High
25.0,81.2,208,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Deep,12,A,21,super-game-improvement,Mid
17.1,91.5,239,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,12,R,21,super-game-improvement,High
19.2,88.5,192,Hook,Forgiveness,Left/Right,Forged/Blade-like,Normal,Medium,10.5,R,21,players-distance,Mid
17.4,92.9,214,Slice,Forgiveness,Left/Right,Confidence-inspiring,Soft,Shallow,8,R,18,super-game-improvement,Mid
15.2,106.5,251,Fade,Forgiveness,Inconsistent,Forged/Blade-like,Normal,Shallow,8,X,15,players-cb,Low
7.3,106.4,273,Straight,Distance,Consistent,Confidence-inspiring,Normal,Shallow,8,X,15,blade,Low
15.6,79.0,179,Draw,Accuracy,Fat/Thin,Confidence-inspiring,Normal,Shallow,12,A,21,super-game-improvement,Low
10.3,99.3,227,Straight,Forgiveness,Consistent,Confidence-inspiring,Normal,Medium,10.5,S,16.5,players-distance,Mid
5.7,109.4,277,Fade,Accuracy,Left/Right,Forged/Blade-like,Firm,Shallow,8,X,15,blade,Low
21.6,91.6,210,Hook,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Shallow,12,R,21,super-game-improvement,Low
20.5,81.4,201,Straight,Accuracy,Fat/Thin,Confidence-inspiring,Normal,Deep,12,A,18,blade,High
0.9,115.1,251,Straight,Accuracy,Fat/Thin,Forged/Blade-like,Firm,Deep,8,X,15,blade,Mid
15.9,96.2,224,Straight,Distance,Left/Right,Confidence-inspiring,Soft,Medium,10.5,R,16.5,game-improvement,Low
26.0,96.1,204,Draw,Accuracy,Left/Right,Confidence-inspiring,Normal,Medium,10.5,R,18,super-game-improvement,Mid
26.5,72.3,156,Slice,Distance,Inconsistent,Confidence-inspiring,Firm,Deep,12,A,21,super-game-improvement,Mid
26.2,74.3,186,Straight,Accuracy,Inconsistent,Confidence-inspiring,Soft,Shallow,12,A,21,super-game-improvement,Mid
17.4,85.8,201,Draw,Accuracy,Left/Right,No preference,Firm,Medium,9,R,18,players-distance,High
9.4,93.8,216,Fade,Forgiveness,Consistent,Confidence-inspiring,Normal,Shallow,12,R,21,players-distance,Low
7.2,93.5,210,Fade,Accuracy,Consistent,Forged/Blade-like,Normal,Medium,10.5,R,16.5,blade,Mid
20.1,65.5,151,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Deep,12,L,21,super-game-improvement,High
20.4,81.5,195,Draw,Distance,Left/Right,No preference,Soft,Medium,10.5,A,18,players-cb,High
28.6,77.7,195,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Medium,12,A,15,super-game-improvement,High
26.9,73.6,139,Fade,Accuracy,Left/Right,No preference,Normal,Medium,12,X,21,super-game-improvement,Mid
15.8,103.4,232,Straight,Forgiveness,Inconsistent,Forged/Blade-like,Soft,Shallow,9,S,16.5,players-distance,Mid
5.8,101.4,240,Straight,Forgiveness,Consistent,Forged/Blade-like,Soft,Medium,9,S,16.5,super-game-improvement,High
14.1,100.8,236,Straight,Accuracy,Consistent,No preference,Soft,Medium,9,S,15,players-cb,High
19.0,88.0,212,Straight,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,12,R,21,super-game-improvement,Mid
15.2,96.3,230,Straight,Accuracy,Fat/Thin,No preference,Firm,Deep,9,R,21,game-improvement,Mid
11.8,96.4,223,Fade,Accuracy,Fat/Thin,No preference,Firm,Deep,12,R,16.5,players-cb,Mid
19.3,95.4,217,Straight,Accuracy,Inconsistent,Confidence-inspiring,Normal,Deep,9,R,16.5,players-distance,High
12.5,94.0,218,Slice,Distance,Left/Right,Forged/Blade-like,Normal,Medium,10.5,R,16.5,players-cb,Mid
11.3,98.5,246,Draw,Distance,Left/Right,Confidence-inspiring,Firm,Deep,9,S,16.5,players-cb,Mid
19.8,87.8,197,Straight,Distance,Left/Right,Confidence-inspiring,Firm,Deep,12,R,18,game-improvement,Mid
13.4,90.6,212,Straight,Distance,Inconsistent,Confidence-inspiring,Soft,Shallow,10.5,R,18,game-improvement,Mid
19.2,88.8,211,Straight,Forgiveness,Inconsistent,Forged/Blade-like,Soft,Deep,12,R,15,players-distance,Mid
19.5,101.2,258,Fade,Accuracy,Left/Right,Forged/Blade-like,Soft,Medium,9,S,16.5,blade,High
6.7,98.4,227,Hook,Distance,Consistent,Confidence-inspiring,Firm,Medium,9,R,16.5,players-cb,Low
12.7,96.3,239,Slice,Distance,Fat/Thin,Confidence-inspiring,Firm,Deep,9,R,16.5,super-game-improvement,Mid
29.9,82.4,210,Draw,Distance,Fat/Thin,Confidence-inspiring,Firm,Deep,10.5,A,16.5,super-game-improvement,Mid
6.5,108.5,254,Fade,Distance,Consistent,Forged/Blade-like,Soft,Shallow,8,X,15,blade,Mid
0.0,108.1,251,Straight,Distance,Fat/Thin,Forged/Blade-like,Normal,Deep,8,X,15,blade,High
0.2,91.1,210,Hook,Accuracy,Consistent,Forged/Blade-like,Soft,Medium,10.5,R,18,blade,Mid
17.3,91.7,212,Hook,Accuracy,Consistent,Confidence-inspiring,Normal,Medium,10.5,S,18,players-distance,Mid
17.3,72.6,182,Fade,Accuracy,Left/Right,No preference,Normal,Deep,12,A,21,game-improvement,High
15.9,100.0,238,Fade,Forgiveness,Consistent,Confidence-inspiring,Normal,Shallow,9,S,16.5,game-improvement,Low
27.9,77.1,184,Slice,Distance,Fat/Thin,No preference,Soft,Medium,12,A,21,blade,High
0.0,115.0,256,Draw,Accuracy,Consistent,Forged/Blade-like,Normal,Medium,8,X,15,game-improvement,Mid
20.6,78.0,171,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Shallow,12,A,21,super-game-improvement,Low
31.1,61.4,172,Straight,Accuracy,Fat/Thin,No preference,Soft,Medium,12,L,21,super-game-improvement,High
6.8,102.0,237,Hook,Forgiveness,Inconsistent,Forged/Blade-like,Normal,Shallow,8,S,16.5,players-cb,Low
13.6,92.1,206,Draw,Accuracy,Fat/Thin,Confidence-inspiring,Soft,Shallow,10.5,R,16.5,game-improvement,Mid
10.2,92.8,237,Straight,Accuracy,Fat/Thin,No preference,Normal,Medium,10.5,R,16.5,players-distance,Mid
9.0,98.2,234,Straight,Accuracy,Consistent,Forged/Blade-like,Soft,Deep,9,A,16.5,blade,High
14.1,111.2,269,Fade,Forgiveness,Fat/Thin,No preference,Normal,Shallow,9,X,15,game-improvement,Low
29.8,79.6,185,Hook,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,12,L,21,super-game-improvement,Mid
33.5,76.8,176,Slice,Forgiveness,Left/Right,Confidence-inspiring,Firm,Shallow,12,A,21,super-game-improvement,Low
14.0,97.8,228,Draw,Distance,Inconsistent,Forged/Blade-like,Normal,Shallow,9,S,16.5,players-cb,Low
34.1,79.1,168,Slice,Accuracy,Left/Right,Confidence-inspiring,Firm,Medium,12,A,21,super-game-improvement,Low
17.3,86.8,203,Straight,Distance,Fat/Thin,Confidence-inspiring,Normal,Deep,10.5,L,18,players-cb,High
32.8,60.0,145,Fade,Accuracy,Inconsistent,Forged/Blade-like,Soft,Deep,12,L,21,game-improvement,High
16.2,88.0,231,Slice,Forgiveness,Left/Right,No preference,Normal,Shallow,12,R,21,super-game-improvement,Mid
18.2,92.8,219,Straight,Distance,Inconsistent,Forged/Blade-like,Normal,Shallow,10.5,L,16.5,players-cb,Low
20.3,77.9,153,Straight,Distance,Fat/Thin,No preference,Firm,Deep,12,A,21,super-game-improvement,Mid
36.0,65.4,152,Draw,Accuracy,Left/Right,Confidence-inspiring,Soft,Shallow,12,L,15,super-game-improvement,Mid
24.7,74.8,211,Straight,Distance,Inconsistent,Confidence-inspiring,Normal,Medium,12,X,21,super-game-improvement,Mid
10.6,106.3,261,Straight,Distance,Left/Right,No preference,Normal,Medium,8,X,15,players-cb,Mid
25.7,83.7,186,Fade,Distance,Left/Right,Confidence-inspiring,Firm,Shallow,10.5,A,18,game-improvement,Low
13.7,96.8,235,Hook,Accuracy,Left/Right,No preference,Firm,Medium,9,R,16.5,players-distance,Low
12.6,97.9,220,Hook,Forgiveness,Inconsistent,Forged/Blade-like,Firm,Shallow,9,S,15,players-distance,Low
25.2,78.8,168,Fade,Distance,Fat/Thin,Confidence-inspiring,Soft,Deep,12,A,21,players-distance,High
17.3,89.5,206,Slice,Forgiveness,Consistent,No preference,Soft,Medium,12,R,21,game-improvement,High
19.5,77.3,183,Straight,Distance,Left/Right,No preference,Firm,Medium,8,A,21,game-improvement,Low
17.1,73.0,147,Draw,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,12,A,21,game-improvement,Mid
20.0,86.1,187,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Medium,12,R,21,players-cb,High
20.8,86.3,203,Straight,Distance,Inconsistent,Confidence-inspiring,Normal,Deep,10.5,R,18,super-game-improvement,High
0.0,116.5,268,Straight,Accuracy,Consistent,Forged/Blade-like,Firm,Medium,8,X,15,blade,Low
23.0,92.5,223,Draw,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Deep,8,R,21,players-distance,High
8.2,109.6,242,Draw,Accuracy,Fat/Thin,No preference,Firm,Deep,12,X,15,players-cb,Mid
4.0,96.4,236,Straight,Accuracy,Left/Right,No preference,Firm,Shallow,9,R,16.5,players-cb,Low
16.5,86.6,188,Draw,Forgiveness,Consistent,No preference,Normal,Deep,12,R,21,players-distance,High
17.8,90.9,235,Fade,Forgiveness,Consistent,Confidence-inspiring,Soft,Medium,12,R,21,game-improvement,Low
10.8,113.3,244,Slice,Accuracy,Inconsistent,Confidence-inspiring,Soft,Medium,8,X,15,players-distance,High
24.5,90.2,198,Straight,Distance,Consistent,Confidence-inspiring,Firm,Shallow,12,R,18,game-improvement,Mid
4.9,110.2,264,Slice,Forgiveness,Consistent,Forged/Blade-like,Normal,Shallow,8,X,15,blade,Low
13.3,90.0,233,Straight,Distance,Inconsistent,Forged/Blade-like,Soft,Medium,10.5,R,18,players-cb,High
11.7,88.4,212,Fade,Accuracy,Left/Right,Forged/Blade-like,Soft,Shallow,10.5,R,18,blade,High
16.6,94.4,229,Slice,Distance,Consistent,Forged/Blade-like,Soft,Shallow,10.5,R,16.5,game-improvement,Mid
19.5,77.9,183,Slice,Forgiveness,Consistent,No preference,Firm,Medium,12,A,21,game-improvement,High
7.9,97.2,215,Draw,Accuracy,Consistent,No preference,Firm,Shallow,9,S,18,blade,Low
23.5,80.2,182,Fade,Accuracy,Fat/Thin,No preference,Firm,Shallow,10.5,A,18,super-game-improvement,Low
17.6,98.9,217,Straight,Forgiveness,Left/Right,Confidence-inspiring,Firm,Medium,9,S,16.5,players-distance,Low
0.0,105.5,231,Draw,Distance,Left/Right,Confidence-inspiring,Firm,Deep,9,X,15,blade,Mid
0.0,90.9,219,Fade,Accuracy,Consistent,Forged/Blade-like,Firm,Shallow,10.5,R,18,blade,Low
16.9,92.1,202,Straight,Distance,Fat/Thin,Confidence-inspiring,Normal,Deep,12,X,16.5,game-improvement,High
15.0,85.9,206,Straight,Accuracy,Left/Right,Confidence-inspiring,Normal,Deep,10.5,R,21,game-improvement,High
16.1,89.8,194,Draw,Forgiveness,Consistent,No preference,Normal,Shallow,12,R,21,players-distance,Low
16.7,88.2,211,Hook,Forgiveness,Left/Right,Forged/Blade-like,Firm,Medium,12,R,21,players-distance,Low
19.0,84.2,192,Fade,Forgiveness,Left/Right,Forged/Blade-like,Firm,Shallow,12,R,21,players-distance,Low
25.5,84.2,216,Draw,Distance,Inconsistent,Confidence-inspiring,Soft,Medium,10.5,R,18,super-game-improvement,Mid
7.0,89.2,214,Straight,Distance,Consistent,Confidence-inspiring,Normal,Shallow,10.5,R,15,players-cb,Low
6.5,96.9,244,Straight,Accuracy,Consistent,Forged/Blade-like,Firm,Medium,9,R,16.5,game-improvement,Low
7.2,104.5,236,Fade,Distance,Consistent,Confidence-inspiring,Soft,Deep,9,S,15,blade,High
19.6,81.2,192,Slice,Accuracy,Inconsistent,Forged/Blade-like,Soft,Medium,10.5,A,18,players-distance,High
28.2,64.3,138,Straight,Accuracy,Fat/Thin,Confidence-inspiring,Soft,Deep,12,L,21,super-game-improvement,High
13.1,97.6,224,Fade,Distance,Fat/Thin,Forged/Blade-like,Firm,Medium,12,S,16.5,players-cb,Low
0.0,115.9,269,Straight,Distance,Left/Right,Forged/Blade-like,Normal,Medium,8,X,21,blade,Mid
1.7,105.7,239,Slice,Accuracy,Consistent,No preference,Soft,Shallow,9,X,15,blade,Mid
9.5,83.3,180,Draw,Accuracy,Fat/Thin,Forged/Blade-like,Soft,Deep,10.5,A,18,players-cb,High
12.0,99.1,215,Fade,Accuracy,Inconsistent,Forged/Blade-like,Firm,Deep,9,S,16.5,players-cb,Mid
13.3,81.1,160,Slice,Distance,Fat/Thin,Confidence-inspiring,Soft,Deep,10.5,A,18,super-game-improvement,High
17.3,90.3,198,Draw,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,12,R,21,super-game-improvement,Mid
14.2,85.5,209,Slice,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,12,R,21,super-game-improvement,Mid
26.4,69.5,143,Straight,Accuracy,Inconsistent,Confidence-inspiring,Normal,Deep,12,L,21,super-game-improvement,High
10.9,92.4,199,Slice,Distance,Left/Right,No preference,Soft,Deep,12,R,21,game-improvement,High
9.2,96.1,249,Straight,Distance,Left/Right,Confidence-inspiring,Firm,Shallow,9,R,16.5,players-distance,Low
21.3,79.0,177,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Shallow,12,A,21,super-game-improvement,Low
3.2,108.4,259,Fade,Accuracy,Inconsistent,Forged/Blade-like,Soft,Shallow,8,X,15,blade,Mid
20.5,81.3,199,Slice,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,10.5,A,21,super-game-improvement,Mid
17.9,94.3,230,Slice,Accuracy,Fat/Thin,No preference,Firm,Shallow,10.5,R,16.5,game-improvement,Low
15.7,91.9,196,Fade,Distance,Inconsistent,Forged/Blade-like,Firm,Deep,9,R,18,players-cb,Mid
31.3,67.1,155,Slice,Forgiveness,Left/Right,Confidence-inspiring,Normal,Shallow,12,L,21,super-game-improvement,High
11.4,88.8,188,Fade,Forgiveness,Consistent,Forged/Blade-like,Soft,Medium,12,R,21,blade,High
35.5,60.0,173,Slice,Distance,Left/Right,Confidence-inspiring,Normal,Shallow,12,S,21,super-game-improvement,Low
15.0,92.8,197,Draw,Forgiveness,Inconsistent,Forged/Blade-like,Soft,Deep,10.5,S,21,players-distance,High
5.5,99.2,219,Straight,Accuracy,Fat/Thin,No preference,Normal,Deep,9,S,16.5,players-cb,High
17.6,71.2,154,Draw,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Deep,12,S,21,super-game-improvement,High
7.3,95.9,206,Fade,Distance,Consistent,Forged/Blade-like,Firm,Medium,9,R,16.5,blade,Low
10.2,90.0,229,Straight,Accuracy,Inconsistent,Confidence-inspiring,Normal,Deep,10.5,R,18,game-improvement,High
20.6,95.3,255,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Medium,9,R,21,super-game-improvement,Low
22.0,70.8,160,Slice,Forgiveness,Left/Right,Confidence-inspiring,Soft,Deep,12,L,21,super-game-improvement,High
11.4,84.8,182,Slice,Accuracy,Left/Right,Forged/Blade-like,Firm,Shallow,10.5,R,18,players-cb,Low
25.9,86.0,173,Hook,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,8,R,15,super-game-improvement,High
27.4,86.0,199,Slice,Forgiveness,Left/Right,Confidence-inspiring,Firm,Deep,12,R,21,super-game-improvement,High
29.9,68.4,157,Slice,Accuracy,Fat/Thin,Confidence-inspiring,Normal,Deep,12,L,21,super-game-improvement,High
21.8,78.5,176,Draw,Accuracy,Inconsistent,Confidence-inspiring,Firm,Medium,12,A,21,super-game-improvement,Low
29.3,78.6,188,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,12,A,21,super-game-improvement,Mid
0.1,91.6,220,Slice,Forgiveness,Consistent,Forged/Blade-like,Soft,Medium,12,R,21,blade,High
14.1,78.8,189,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Medium,12,A,21,super-game-improvement,Low
9.2,95.5,220,Straight,Accuracy,Left/Right,No preference,Normal,Shallow,9,R,16.5,players-distance,Low
18.1,98.0,216,Slice,Accuracy,Inconsistent,Forged/Blade-like,Soft,Medium,9,S,16.5,players-distance,High
11.9,91.3,223,Straight,Distance,Consistent,Confidence-inspiring,Normal,Medium,10.5,R,18,players-cb,Mid
15.5,90.9,214,Slice,Forgiveness,Inconsistent,Forged/Blade-like,Firm,Shallow,12,L,21,game-improvement,Low
33.9,77.0,192,Slice,Distance,Consistent,Confidence-inspiring,Normal,Medium,12,A,21,super-game-improvement,Mid
15.5,104.9,257,Hook,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Medium,9,S,15,super-game-improvement,Mid
20.7,80.2,170,Slice,Accuracy,Fat/Thin,Confidence-inspiring,Firm,Deep,10.5,A,18,game-improvement,Mid
14.9,90.7,195,Straight,Accuracy,Fat/Thin,Confidence-inspiring,Firm,Deep,10.5,R,18,game-improvement,Mid
17.7,100.4,226,Straight,Forgiveness,Fat/Thin,Forged/Blade-like,Normal,Medium,9,S,16.5,game-improvement,High
17.1,77.7,169,Slice,Accuracy,Consistent,Forged/Blade-like,Normal,Shallow,12,A,21,players-cb,Low
21.0,91.0,224,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,12,R,21,super-game-improvement,Mid
27.5,69.2,167,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Deep,12,L,21,super-game-improvement,High
31.8,72.1,184,Slice,Accuracy,Fat/Thin,No preference,Normal,Medium,12,A,21,super-game-improvement,Mid
19.8,83.5,201,Slice,Forgiveness,Fat/Thin,No preference,Firm,Deep,12,A,21,super-game-improvement,Mid
22.3,75.6,180,Straight,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Deep,12,R,21,super-game-improvement,High
6.6,93.5,235,Hook,Forgiveness,Consistent,Forged/Blade-like,Soft,Medium,10.5,R,21,blade,High
16.2,91.3,221,Slice,Accuracy,Inconsistent,Confidence-inspiring,Normal,Medium,10.5,R,18,super-game-improvement,Mid
25.5,85.6,202,Fade,Forgiveness,Left/Right,No preference,Normal,Medium,12,R,21,players-distance,Mid
24.8,78.6,204,Slice,Distance,Left/Right,Confidence-inspiring,Soft,Deep,12,A,21,super-game-improvement,High
18.9,86.8,205,Slice,Distance,Left/Right,No preference,Normal,Deep,10.5,R,18,players-distance,High
